INDEX,TARGET_AMT,TARGET_FLAG
2089,-95.42383,0.0
2092,2641.1326,1.0
2109,2116.9314,1.0
2129,2841.7957,1.0
2134,837.0355,1.0
2135,-388.29813,0.0
2148,-1089.2826,0.0
2149,696.5628,1.0
2150,1479.6737,1.0
2165,2941.526,1.0
2166,-74.63339,0.0
2168,182.47775,1.0
2170,727.6161,1.0
2171,-23.45995,0.0
2172,-500.32822,0.0
2176,243.54802,1.0
2182,-140.61192,0.0
2189,174.15115,1.0
2191,579.72394,1.0
2197,652.8251,1.0
2202,-163.10318,0.0
2203,-275.28598,0.0
2204,3624.1436,1.0
2206,6597.5347,1.0
2218,3709.5476,1.0
2219,532.9724,1.0
2221,962.6328,1.0
2226,672.945,1.0
2228,2202.586,1.0
2232,4253.5107,1.0
2236,1611.439,1.0
2241,13205.734,1.0
2245,150.45189,1.0
2251,991.57275,1.0
2255,560.43695,1.0
2256,-397.78403,0.0
2259,1297.8606,1.0
2263,1406.7639,1.0
2264,1304.7317,1.0
2267,602.73846,1.0
2273,3932.024,1.0
2277,1592.0157,1.0
2287,1000.7607,1.0
2289,1994.59,1.0
2291,-386.5749,0.0
2296,3446.1938,1.0
2299,471.21863,1.0
2306,526.95074,1.0
2314,792.7059,1.0
2317,-1510.7373,0.0
2318,433.3662,1.0
2321,1484.8439,1.0
2324,1136.9235,1.0
2340,1109.5168,1.0
2343,-628.8126,0.0
2349,-448.1267,0.0
2352,1153.1753,1.0
2353,2464.9927,1.0
2365,2071.8582,1.0
2370,3634.4377,1.0
2378,1035.6171,1.0
2390,2415.1133,1.0
2399,43.452972,1.0
2402,613.9563,1.0
2403,1590.1991,1.0
2404,265.0964,1.0
2414,945.9467,1.0
2422,1182.9414,1.0
2424,2142.6138,1.0
2430,1259.9796,1.0
2435,5571.1685,1.0
2439,410.47922,1.0
2442,1956.8373,1.0
2445,2386.815,1.0
2449,520.1709,1.0
2451,581.06586,1.0
2461,3772.4756,1.0
2464,1178.5858,1.0
2465,2599.7292,1.0
2472,104.50734,1.0
2476,1661.0098,1.0
2482,818.3021,1.0
2487,801.14215,1.0
2498,-714.33746,0.0
2501,-215.38078,0.0
2504,-595.21014,0.0
2511,1133.4629,1.0
2518,57.36253,1.0
2521,-12.363266,0.0
2530,-304.45654,0.0
2543,1434.8712,1.0
2545,3946.8037,1.0
2561,1593.7058,1.0
2566,3585.9531,1.0
2572,5240.732,1.0
2577,332.33948,1.0
2578,-695.77515,0.0
2580,946.004,1.0
2581,387.2892,1.0
2582,159.99129,1.0
2584,870.54193,1.0
2590,-521.2594,0.0
2598,-1197.4691,0.0
2602,862.4343,1.0
2605,-1084.7133,0.0
2616,699.3003,1.0
2618,2462.0415,1.0
2619,765.29285,1.0
2624,-164.35736,0.0
2632,-123.949265,0.0
2640,1670.4863,1.0
2646,689.63513,1.0
2651,-500.00558,0.0
2660,-163.73233,0.0
2661,-177.82115,0.0
2668,286.88568,1.0
2670,1847.265,1.0
2680,4049.2202,1.0
2681,-1201.6626,0.0
2689,2223.5342,1.0
2694,299.5593,1.0
2695,3585.5266,1.0
2696,2771.7114,1.0
2702,6064.7954,1.0
2704,-281.3696,0.0
2708,-699.0875,0.0
2709,-30.481579,0.0
2714,2342.6958,1.0
2716,-50.920086,0.0
2723,566.5848,1.0
2725,1910.5769,1.0
2738,633.0376,1.0
2750,2709.7632,1.0
2756,2547.7422,1.0
2758,-360.2426,0.0
2766,2042.9395,1.0
2767,1458.2863,1.0
2771,-1949.6998,0.0
2775,4862.3506,1.0
2776,497.50693,1.0
2779,8764.888,1.0
2780,1481.9261,1.0
2781,97.42549,1.0
2782,887.7528,1.0
2783,614.06146,1.0
2796,1040.9055,1.0
2798,1666.4384,1.0
2800,71.854805,1.0
2803,471.9833,1.0
2806,-362.2926,0.0
2813,206.781,1.0
2818,-638.87463,0.0
2821,1903.3906,1.0
2825,796.24805,1.0
2829,2464.8489,1.0
2830,3827.8308,1.0
2833,1710.7732,1.0
2839,1160.3428,1.0
2843,93.646286,1.0
2846,318.8485,1.0
2847,-296.71478,0.0
2848,728.1782,1.0
2856,4713.261,1.0
2863,777.0738,1.0
2867,993.14886,1.0
2869,836.24414,1.0
2873,-307.1899,0.0
2874,3569.731,1.0
2875,1113.9531,1.0
2880,2187.2803,1.0
2886,3295.3887,1.0
2887,889.47565,1.0
2888,3080.7,1.0
2889,2064.713,1.0
2890,3785.2224,1.0
2892,139.10109,1.0
2901,2559.1313,1.0
2902,601.0155,1.0
2905,874.17175,1.0
2917,3797.3928,1.0
2922,437.49835,1.0
2924,7436.785,1.0
2930,2111.8176,1.0
2931,480.91037,1.0
2946,681.8029,1.0
2955,596.57007,1.0
2962,332.42526,1.0
2964,-664.4088,0.0
2965,2348.4368,1.0
2967,1251.612,1.0
2970,2328.9092,1.0
2973,3913.1958,1.0
2974,335.99393,1.0
2976,5394.755,1.0
2977,866.9443,1.0
2978,1293.4386,1.0
2986,666.39166,1.0
2988,360.92914,1.0
2989,926.2689,1.0
2995,17771.516,1.0
3005,4310.13,1.0
3011,772.48663,1.0
3013,-243.21503,0.0
3019,3320.4758,1.0
3021,-507.98218,0.0
3022,6437.7476,1.0
3029,363.54852,1.0
3037,1191.0636,1.0
3042,2844.5413,1.0
3043,208.76099,1.0
3049,-1131.4594,0.0
3050,2240.6008,1.0
3053,1655.8947,1.0
3058,840.715,1.0
3062,1697.3176,1.0
3063,6129.765,1.0
3065,-995.6373,0.0
3080,371.28363,1.0
3088,8480.277,1.0
3093,3997.0305,1.0
3096,580.96313,1.0
3101,2209.5745,1.0
3103,1130.0111,1.0
3107,1772.0635,1.0
3109,-260.17746,0.0
3111,1549.789,1.0
3113,2179.8638,1.0
3116,246.24855,1.0
3132,1163.9216,1.0
3141,530.741,1.0
3153,1827.8162,1.0
3154,1758.1604,1.0
3160,758.2364,1.0
3167,236.46613,1.0
3170,987.3135,1.0
3173,2362.15,1.0
3174,5069.0967,1.0
3177,377.9318,1.0
3179,2257.0667,1.0
3184,2639.1367,1.0
3190,2429.862,1.0
3193,802.48895,1.0
3199,3641.6978,1.0
3201,412.9039,1.0
3202,1799.2849,1.0
3203,1183.9064,1.0
3206,3599.2317,1.0
3209,864.1664,1.0
3210,1753.4766,1.0
3217,1220.3098,1.0
3220,531.15967,1.0
3228,3935.5374,1.0
3232,130.27046,1.0
3239,2140.0183,1.0
3243,3719.4575,1.0
3245,62.72393,1.0
3246,2140.858,1.0
3251,284.6774,1.0
3253,1093.9718,1.0
3257,280.48276,1.0
3260,195.76671,1.0
3261,2532.036,1.0
3263,613.8913,1.0
3278,0.010951519,1.0
3281,645.0368,1.0
3283,244.45563,1.0
3290,-1248.3342,0.0
3297,695.2684,1.0
3304,154.98473,1.0
3305,1598.7365,1.0
3307,101.77098,1.0
3308,2196.3955,1.0
3313,1652.0096,1.0
3314,113.07016,1.0
3317,572.8577,1.0
3348,72.737656,1.0
3350,532.6387,1.0
3359,983.46576,1.0
3367,53.548965,1.0
3376,636.9609,1.0
3378,1047.5088,1.0
3384,1470.8453,1.0
3386,1202.8943,1.0
3387,-63.276108,0.0
3388,1899.8809,1.0
3390,812.2883,1.0
3391,3482.9763,1.0
3396,1410.5322,1.0
3398,952.34546,1.0
3404,9.212191,1.0
3406,430.922,1.0
3407,370.5452,1.0
3414,927.2067,1.0
3419,1855.024,1.0
3423,3366.4404,1.0
3427,-21.227516,0.0
3432,621.7485,1.0
3434,524.9617,1.0
3438,-804.28265,0.0
3442,97.1991,1.0
3443,-13.621185,0.0
3448,-31.759361,0.0
3456,105.976654,1.0
3464,1226.6361,1.0
3470,3844.6582,1.0
3475,5596.7285,1.0
3477,984.82544,1.0
3490,56.70584,1.0
3493,727.6515,1.0
3502,2538.8594,1.0
3508,5005.698,1.0
3516,699.9741,1.0
3517,1697.8724,1.0
3525,2692.7322,1.0
3532,4436.3354,1.0
3535,989.19196,1.0
3536,2146.3364,1.0
3540,-217.05205,0.0
3547,1328.3192,1.0
3550,3938.0789,1.0
3557,7766.4004,1.0
3562,1799.8245,1.0
3563,-171.06953,0.0
3564,1445.9137,1.0
3570,165.82916,1.0
3573,3301.5015,1.0
3577,1943.8995,1.0
3579,2672.3208,1.0
3581,2109.1943,1.0
3587,-51.26197,0.0
3602,1456.8741,1.0
3609,1768.4448,1.0
3612,1261.6351,1.0
3621,3614.9543,1.0
3642,3192.417,1.0
3647,9464.321,1.0
3649,12293.271,1.0
3654,4168.9395,1.0
3660,1556.8923,1.0
3665,1756.0078,1.0
3669,3464.527,1.0
3673,-1893.9525,0.0
3675,542.7602,1.0
3678,215.14536,1.0
3680,1143.7241,1.0
3686,7482.052,1.0
3693,-464.90976,0.0
3710,3567.6252,1.0
3713,1988.5234,1.0
3718,8208.377,1.0
3725,397.98135,1.0
3726,1743.004,1.0
3747,2244.6362,1.0
3753,-419.09286,0.0
3754,1420.2384,1.0
3760,4596.5767,1.0
3763,218.63777,1.0
3765,2989.623,1.0
3769,1735.9735,1.0
3771,2271.5417,1.0
3784,150.9119,1.0
3787,5534.9688,1.0
3794,7972.7153,1.0
3796,-1081.4019,0.0
3798,270.5438,1.0
3809,684.0793,1.0
3812,1624.7798,1.0
3819,896.71594,1.0
3828,2459.7744,1.0
3831,1502.9556,1.0
3833,-65.72764,0.0
3837,4319.884,1.0
3839,2437.2454,1.0
3843,2675.2832,1.0
3846,1472.1544,1.0
3854,652.0253,1.0
3861,-530.63684,0.0
3864,2509.5334,1.0
3868,1145.5995,1.0
3869,420.66043,1.0
3870,608.6621,1.0
3883,962.51,1.0
3886,303.02966,1.0
3889,39.52378,1.0
3894,831.0249,1.0
3907,157.6796,1.0
3910,-102.06653,0.0
3913,705.5215,1.0
3914,1699.7422,1.0
3921,1219.9153,1.0
3923,2626.9985,1.0
3929,2095.9585,1.0
3931,4027.7793,1.0
3932,-852.35925,0.0
3937,666.64264,1.0
3943,547.71466,1.0
3956,3380.6477,1.0
3957,1620.9081,1.0
3961,2295.8413,1.0
3971,565.8014,1.0
4004,1101.3198,1.0
4005,317.23944,1.0
4006,327.45193,1.0
4011,728.82495,1.0
4013,531.53455,1.0
4014,553.52765,1.0
4016,5551.5513,1.0
4017,3027.5193,1.0
4020,1638.693,1.0
4022,2690.8928,1.0
4026,1856.8276,1.0
4032,246.06267,1.0
4043,1898.9194,1.0
4045,1417.7911,1.0
4048,45.500793,1.0
4051,4443.298,1.0
4052,3382.299,1.0
4056,1243.7546,1.0
4059,-642.93646,0.0
4069,-79.66851,0.0
4074,2290.749,1.0
4076,1996.1615,1.0
4077,1736.2509,1.0
4079,3935.3394,1.0
4081,4128.842,1.0
4088,623.64484,1.0
4105,1610.2965,1.0
4125,-207.87434,0.0
4134,1472.5062,1.0
4139,178.6047,1.0
4146,-1472.3876,0.0
4149,296.20804,1.0
4151,3598.194,1.0
4155,216.66211,1.0
4157,586.3559,1.0
4168,1704.769,1.0
4170,191.7661,1.0
4174,942.4916,1.0
4179,3898.4194,1.0
4185,812.6405,1.0
4199,1146.0398,1.0
4205,240.23433,1.0
4208,-529.1171,0.0
4211,2268.131,1.0
4212,1830.7113,1.0
4215,4462.449,1.0
4217,420.59338,1.0
4219,4299.0464,1.0
4226,2382.0437,1.0
4227,-397.44037,0.0
4229,8124.5083,1.0
4231,906.696,1.0
4233,-279.9699,0.0
4237,948.8699,1.0
4243,1738.0083,1.0
4248,841.0667,1.0
4255,1775.1741,1.0
4262,-1012.5705,0.0
4266,764.8861,1.0
4268,2486.078,1.0
4270,3023.0415,1.0
4273,519.13055,1.0
4276,-329.72766,0.0
4277,579.0328,1.0
4279,1224.8582,1.0
4299,366.6105,1.0
4313,-346.6777,0.0
4322,-182.25775,0.0
4324,-648.31006,0.0
4328,1078.2389,1.0
4331,1103.0565,1.0
4335,2202.1785,1.0
4337,2042.4716,1.0
4338,1472.2982,1.0
4343,-61.071587,0.0
4347,-471.31912,0.0
4355,4206.284,1.0
4357,535.00226,1.0
4359,-209.7474,0.0
4362,959.7618,1.0
4368,2673.458,1.0
4374,989.74066,1.0
4375,1467.1798,1.0
4378,2254.4072,1.0
4381,3609.315,1.0
4387,-1028.7316,0.0
4400,673.7732,1.0
4423,-107.29269,0.0
4424,-526.42725,0.0
4428,1519.9592,1.0
4433,3306.336,1.0
4436,2478.7712,1.0
4437,550.25555,1.0
4439,1635.4843,1.0
4449,1441.9899,1.0
4456,-446.87064,0.0
4463,-272.62283,0.0
4467,438.4896,1.0
4468,162.66823,1.0
4469,159.25696,1.0
4472,869.3827,1.0
4473,362.09503,1.0
4476,2424.8386,1.0
4500,-161.17444,0.0
4509,1076.7214,1.0
4513,3337.8137,1.0
4521,-426.52136,0.0
4527,8649.803,1.0
4530,1354.2147,1.0
4532,653.03357,1.0
4533,946.3325,1.0
4535,252.22746,1.0
4536,974.2338,1.0
4542,7435.338,1.0
4551,3105.0273,1.0
4554,-102.65436,0.0
4555,5853.2397,1.0
4564,-326.66556,0.0
4572,2982.327,1.0
4573,-2206.0825,0.0
4577,1735.561,1.0
4579,400.47,1.0
4583,-360.96936,0.0
4584,1649.3604,1.0
4596,-678.62714,0.0
4599,2444.8167,1.0
4607,3278.8682,1.0
4609,2167.6765,1.0
4610,-437.8514,0.0
4616,3838.4019,1.0
4617,709.8324,1.0
4633,27.097305,1.0
4638,3586.6506,1.0
4641,1233.4805,1.0
4653,1808.3325,1.0
4655,3503.9788,1.0
4659,1434.3497,1.0
4669,-306.17346,0.0
4678,-656.053,0.0
4685,1773.6444,1.0
4686,-161.84181,0.0
4691,166.7791,1.0
4695,3182.4736,1.0
4698,68.19722,1.0
4700,4468.3394,1.0
4711,8945.437,1.0
4722,3824.1157,1.0
4727,1220.0853,1.0
4756,-784.1851,0.0
4762,375.8311,1.0
4763,2800.745,1.0
4766,-97.86792,0.0
4770,889.2517,1.0
4784,1487.7395,1.0
4791,131.43723,1.0
4795,58.011112,1.0
4799,2430.838,1.0
4802,2991.1243,1.0
4805,5661.7397,1.0
4814,1613.0662,1.0
4816,1803.5012,1.0
4817,-593.97546,0.0
4822,1024.2395,1.0
4827,3598.3835,1.0
4833,4928.062,1.0
4836,2750.0776,1.0
4842,-1301.2285,0.0
4844,-89.01929,0.0
4845,2829.0688,1.0
4849,171.99529,1.0
4850,-74.85515,0.0
4860,104.419785,1.0
4863,2671.1135,1.0
4871,-910.76965,0.0
4878,1475.3478,1.0
4881,5801.7437,1.0
4888,3495.4639,1.0
4900,2065.7742,1.0
4906,7321.0977,1.0
4909,-613.0255,0.0
4916,93.8969,1.0
4918,-760.0318,0.0
4926,1295.8607,1.0
4928,1683.1562,1.0
4941,2324.6272,1.0
4946,-57.628437,0.0
4949,1046.0964,1.0
4956,-2.9919834,0.0
4966,-17.455093,0.0
4969,1243.8352,1.0
4973,355.9624,1.0
4978,587.8477,1.0
4982,683.8798,1.0
4985,472.60886,1.0
4991,-539.52454,0.0
4998,-1266.0938,0.0
5000,425.35452,1.0
5004,1875.8619,1.0
5005,2809.0977,1.0
5011,2499.8462,1.0
5016,2494.4807,1.0
5018,-196.423,0.0
5034,1116.8236,1.0
5038,-381.6265,0.0
5042,862.20624,1.0
5046,72.17294,1.0
5051,3215.364,1.0
5054,1312.3412,1.0
5057,2151.7854,1.0
5062,-284.99356,0.0
5063,-787.9932,0.0
5065,699.66846,1.0
5066,1078.167,1.0
5076,542.30164,1.0
5089,960.17224,1.0
5092,12751.657,1.0
5093,1712.7137,1.0
5094,122.591255,1.0
5098,2373.1995,1.0
5102,922.79224,1.0
5112,242.5019,1.0
5117,1884.8373,1.0
5127,6159.992,1.0
5130,7536.586,1.0
5131,2539.538,1.0
5132,11212.932,1.0
5135,7168.2476,1.0
5136,-104.5363,0.0
5147,10254.953,1.0
5157,54.39016,1.0
5160,12832.413,1.0
5165,-374.1121,0.0
5166,1705.7661,1.0
5172,2516.158,1.0
5173,1567.5374,1.0
5179,3633.4746,1.0
5184,5398.3765,1.0
5187,-292.52292,0.0
5191,-371.0744,0.0
5193,4695.764,1.0
5194,-1716.3676,0.0
5199,463.16922,1.0
5212,-334.69415,0.0
5213,2319.4658,1.0
5224,922.56915,1.0
5226,493.20816,1.0
5239,1097.1688,1.0
5252,5549.135,1.0
5264,863.3413,1.0
5266,-687.7304,0.0
5271,-477.2069,0.0
5273,357.49017,1.0
5276,1331.7079,1.0
5278,-291.77866,0.0
5281,3306.7532,1.0
5283,5385.439,1.0
5291,848.60675,1.0
5294,1494.1763,1.0
5296,1696.6208,1.0
5297,6811.183,1.0
5313,-25.783386,0.0
5314,222.95273,1.0
5321,4609.8584,1.0
5325,249.44417,1.0
5326,298.74707,1.0
5328,3499.7668,1.0
5334,102.24746,1.0
5338,1987.6416,1.0
5344,786.4346,1.0
5348,1258.3885,1.0
5352,1008.8,1.0
5353,261.18848,1.0
5354,947.5617,1.0
5361,3055.306,1.0
5364,-354.70618,0.0
5365,89.482086,1.0
5367,1683.8448,1.0
5379,468.37665,1.0
5382,3088.9312,1.0
5386,1127.4294,1.0
5395,14.550743,1.0
5410,1667.8767,1.0
5411,547.32513,1.0
5416,2281.9895,1.0
5424,4230.4487,1.0
5426,395.57947,1.0
5428,145.39001,1.0
5430,1336.9221,1.0
5433,973.78375,1.0
5437,478.4365,1.0
5440,1520.7064,1.0
5442,3094.7124,1.0
5445,12979.75,1.0
5449,814.89923,1.0
5452,1834.8615,1.0
5460,1651.9059,1.0
5461,280.01953,1.0
5465,2080.2075,1.0
5467,571.8377,1.0
5471,1924.1342,1.0
5474,2587.2231,1.0
5475,-123.984634,0.0
